raw,sentids,split,filename,img_id
"[""A man in a sports jacket with longish brown hair and glasses is getting the attention of several photographers."", ""A guy with glasses and a beard in a suit is surrounded by photographers."", ""The man surrounded by photographers is wearing a gray suit and glasses."", ""A man in glasses speaks as men holding cameras look at him."", ""A man in a suit is surrounded by photographers.""]","[68675, 68676, 68677, 68678, 68679]",train,3442622076.jpg,13735
"[""Two young boys touching glass where they can see a seal swimming by."", ""Two boys are touching the glass of an aquarium with a seal inside."", ""Two children touch the glass of a large tank containing a seal."", ""Two children reaching out toward a swimming seal."", ""Two boys watch a seal in an aquarium.""]","[68680, 68681, 68682, 68683, 68684]",train,3442844140.jpg,13736
"[""A mature woman carries two watermelons, one in each hand, as she walks pass a white van."", ""An Asian woman in a red patched shirt carrying two watermelons down a sidewalk."", ""A woman carrying two watermelons and a handbag on a city street."", ""An older woman is carrying two watermelons on the sidewalk."", ""An old asian women holding two watermelons by a van.""]","[68685, 68686, 68687, 68688, 68689]",train,3442879605.jpg,13737
"[""Two fencers practice together; one jumps as the other crouches."", ""Two suited fencers pointing their swords at each other."", ""Two fencers are in a bout in a white gym."", ""Two sword fighters training."", ""Two people are fencing.""]","[68690, 68691, 68692, 68693, 68694]",train,3442978981.jpg,13738
"[""A person in a white, black and red coat is skiing down a slope."", ""A person skis in the snow, snow flies behind."", ""Solitary skier nears base of a downhill slope"", ""This woman is skiing down a snowy hill."", ""A woman skiing down a snowy hill.""]","[68695, 68696, 68697, 68698, 68699]",train,3443030942.jpg,13739
"[""A man with a hat is standing on a high rock with a cloud-covered sky in the background."", ""A male hiker is standing on top of a very large rock and is taking pictures."", ""A man partially silhouetted on top of a large rock."", ""A person standing a rocky ridge."", ""A man on a rocky peak.""]","[68700, 68701, 68702, 68703, 68704]",train,3443161359.jpg,13740
"[""Three violinists, one female, one male, one obscured, and one male cellist sitting in playing positions and wearing black."", ""Orchestra members, one female, two males, one unidentifiable, are practicing on their stringed instruments"", ""Four people are playing instruments, including a woman dressed in black playing a flute."", ""Four musicians sit in a semi-circle on a stage and play their stringed instruments."", ""Three violinists and one cellist are playing music together.""]","[68705, 68706, 68707, 68708, 68709]",train,3443255420.jpg,13741
"[""Four policemen or security officers are posing for a photo while two of them embrace."", ""Of these five men in police or security uniforms, two are hugging."", ""A group of five men in uniform are posing for the camera."", ""Five men in blue and black uniforms pose for a picture."", ""Five men in uniform stand together near a building.""]","[68710, 68711, 68712, 68713, 68714]",train,3443326696.jpg,13742
"[""A blue insect is flying near the bloom of a flowering plant."", ""A black-blue insect flying over a white flower."", ""A black insect approaches a flower."", ""A bee hovering over white flowers."", ""The bee hovers above the flower.""]","[68715, 68716, 68717, 68718, 68719]",train,3443351431.jpg,13743
"[""Two older men are having a discussion outdoors in an area with stone walls and floor."", ""Two men sit casually in folding chairs, gesturing, and speaking to one another."", ""Two man sit and chat on a stone lanai surrounded by plants."", ""Two men sit talking near a stone building."", ""Two old men having a conversation.""]","[68720, 68721, 68722, 68723, 68724]",test,3443404125.jpg,13744
"[""A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at two smiling women in military attire on a city sidewalk."", ""Two police women are talking to someone while an elderly lady in a beige jacket stares at something above a store."", ""An older gentleman and an elderly lady are talking to two younger ladies in uniform on an urban street."", ""An old woman gazes up with thought, with two smiling women and a large man in the back and foreground."", ""Street scene with two lady police officers with two civilians in foreground of picture.""]","[68725, 68726, 68727, 68728, 68729]",train,3443466107.jpg,13745
"[""An old man in a dark shirt is using an electric saw to cut through wood"", ""A man is working outside using an electric saw and cutting wood."", ""Old man in a hat cuts wood with a saw while outside."", ""An elderly man cuts lumber outdoors."", ""Man cutting wood with electric saw.""]","[68730, 68731, 68732, 68733, 68734]",train,344356406.jpg,13746
"[""There are two dogs; one leaps over the fence and the other tries to."", ""A dog leaps over a wooden fence as another is about to."", ""Two brown and black dogs are jumping a fence."", ""A dog leaps over a barrier."", ""A dog leaps over a fence.""]","[68735, 68736, 68737, 68738, 68739]",train,3443703471.jpg,13747
"[""Person sitting and leaning back against white house while dog sits in front of him"", ""A person sits with their back against a white wall with a tan dog."", ""A man with his dog sitting against a white building in the grass."", ""A person siting against a wall with a dog."", ""Dog and owner sitting on lawn.""]","[68740, 68741, 68742, 68743, 68744]",train,3443853670.jpg,13748
"[""A man wearing a hat and glasses is performing music outside against a rock wall."", ""An older gentleman in a white robe is playing an acoustic guitar."", ""A bearded man plays an instrument in front of a stone wall."", ""A man in white playing an instrument outside."", ""A man is playing an instrument.""]","[68745, 68746, 68747, 68748, 68749]",train,344398054.jpg,13749
"[""A man in a cowboy hat is running an ice cream cart with the words \""Sorvete e Gelados Nicolau.\"""", ""A man works a small ice cream stand that says \""Sorvette e Gelados\"" on the side."", ""A man wearing a white hat is sitting behind an ice cream cart."", ""A man with a hat is standing behind an ice cream stand."", ""Man working a gelato stand""]","[68750, 68751, 68752, 68753, 68754]",train,344403580.jpg,13750
"[""A man smiles while serving food from a very large bowl."", ""A food vendor happily serves his hungry customers."", ""A table full of food in a packed outdoor market."", ""People are having occasion and they are eating."", ""A chef is selling ethnic food.""]","[68755, 68756, 68757, 68758, 68759]",train,3444281183.jpg,13751
"[""A man performs a trick on his mini-race car, with one leg flying out in the sky."", ""A man leans sideways on a soap box racer in the middle of a jump."", ""A man on a small 4 wheeled vehicle is flying through the air."", ""The boy is in the air with a machine with wheels."", ""A man is jumping in the air on his skateboard.""]","[68760, 68761, 68762, 68763, 68764]",train,3444684583.jpg,13752
"[""An Asian lady is sitting on the ground among wooden rubble, holding a stick."", ""A sad asian woman holding a wooden stick after a natural disaster."", ""A young woman in a green jacket is sitting in debris."", ""Young Asian girl is sitting on the ground in rubble."", ""A young woman sitting amidst some rubble and debris.""]","[68765, 68766, 68767, 68768, 68769]",train,3444915662.jpg,13753
"[""A woman read the paper and drinks from a coffee cup in front of an art gallery poster."", ""An older woman is drinking tea and reading a newspaper."", ""A woman drinking from a mug and reading the paper."", ""An elderly woman is reading a paper in an office."", ""A woman reads a tabloid while drinking coffee.""]","[68770, 68771, 68772, 68773, 68774]",train,3444974984.jpg,13754
"[""A man in a purple shirt is looking at a man in a black shirt who is pulling a funny face."", ""A man in a purple shirt looking at a man in a black shirt making a silly face."", ""Two men sit together and one looks at the other while he makes a funny face."", ""Man making kissing face for the camera, while another man looks on."", ""A man watching another man do a kissing pose""]","[68775, 68776, 68777, 68778, 68779]",train,3444982197.jpg,13755
"[""A little girl dressed in pink is falling in water while another girl dressed in red watches."", ""A girl in a pink snowsuit splashes into dirty flood water next to a picnic table."", ""A young child in a pink snow outfit falling into a puddle."", ""Two kids are dressed up and playing in the water."", ""Two children play in the melting slush.""]","[68780, 68781, 68782, 68783, 68784]",train,3445296377.jpg,13756
"[""Ovodafone sponsors the Emirates soccer team during a long day at Barcelona."", ""Soccer players on a soccer field are dressed in red and white uniforms."", ""Soccer players wearing red jerseys standing around on the field."", ""Seven soccer players in a green field wearing red jerseys."", ""Men playing in a soccer game in front of a crowd.""]","[68785, 68786, 68787, 68788, 68789]",train,3445338069.jpg,13757
"[""A young man with long black dreadlocks sits down while another person works on them."", ""A young man with dreadlocks receives a haircut from a young woman outdoors."", ""A young man is having his dreadlocks cutoff by a woman with scissors."", ""A woman cuts the dreadlocks off of a young man with black hair."", ""A woman is cutting dreadlocks off the head of a young man.""]","[68790, 68791, 68792, 68793, 68794]",train,344536009.jpg,13758
"[""A homeless man sleeping under a green blanket along side a cement wall."", ""A man lays on the ground covered with a green blanket."", ""A man sleeping on the grass under a green blanket."", ""A homeless man lies on the grass to take a nap."", ""A man laying on grass with a green blanket.""]","[68795, 68796, 68797, 68798, 68799]",train,34453650.jpg,13759
"[""A person is standing on a brick ledge taking a picture of something in the distance."", ""A woman with long hair pointing her camera skyward as she stands on a brick wall."", ""The woman is holding a camera and standing on a brick wall."", ""Woman standing on a brick wall and taking a picture"", ""A woman takes a photograph.""]","[68800, 68801, 68802, 68803, 68804]",val,3445428367.jpg,13760
"[""An empty chairlift and a chairlift occupied by two people are moving."", ""Two people are riding a ski lift with mountains behind them."", ""Two people are in a sky carriage."", ""Skiers riding a ski carousel"", ""Two people on a ski-lift.""]","[68805, 68806, 68807, 68808, 68809]",train,3445544288.jpg,13761
"[""A group of people, including a man and woman with strollers, are standing next to Charging Bull, sometimes called the Wall Street Bull, a large bronze sculpture located in Bowling Green Park near Wall Street in Manhattan, New York City."", ""People are walking in the street near a giant bull statue."", ""A group of people are standing around a statue of a bull."", ""A big statue of a bull in the middle of a busy sidewalk."", ""Lots of men around a brown horse statue.""]","[68810, 68811, 68812, 68813, 68814]",train,3446122073.jpg,13762
"[""People stand on the edge of a waterway striped with red and white where a large wall looms in the background."", ""A group of people stand on a stage and hold colorful buckets."", ""Peolple wearing Hawaiian shirts hold buckets by the water."", ""Six children stand with buckets at a racing dock."", ""Several people stand with water pails.""]","[68815, 68816, 68817, 68818, 68819]",train,3446191973.jpg,13763
"[""An old woman cleans the windows on a storefront next to the street."", ""An elderly woman is cleaning a door with a mop."", ""A lady is cleaning the door with a sponge mop."", ""A older woman cleaning the window of a door."", ""An elderly lady washing a glass door.""]","[68820, 68821, 68822, 68823, 68824]",train,3446299757.jpg,13764
"[""Two men stand on a cliff top overlooking a sandy beach."", ""The two men look at the shoreline from atop the bluff."", ""Two people stand on a cliff overlooking the ocean."", ""Two people at the top of a beach side cliff."", ""Two men look over cliff near the beach.""]","[68825, 68826, 68827, 68828, 68829]",train,3446347599.jpg,13765
"[""Elderly woman in blue apron balances a basket on her head on a sidewalk while talking to a woman dressed in black."", ""An elderly woman in an apron carrying a basket on her head and selling goods to people walking by."", ""A woman stands on a city street with an apron and basket on her head."", ""Lady with a basket on her head talking to lady with backpack."", ""A woman in a white apron balances a basket on her head.""]","[68830, 68831, 68832, 68833, 68834]",train,3446484702.jpg,13766
"[""A beige dog running on the grass with a tennis ball in his mouth"", ""Light colored dog running with a ball in its mouth."", ""The dog is running with a yellow ball in his mouth."", ""A blond dog with long hair carying a tennis ball."", ""A dog running with a tennis ball in his mouth""]","[68835, 68836, 68837, 68838, 68839]",train,3446586125.jpg,13767
"[""The skateboarder is leaping in the air in front of the telegraph pole."", ""Skateboarder in jeans and t-shirt performing jump."", ""A skateboarder in the air in front of wires."", ""A skateboarder does a trick in midair."", ""A skateboarder jumps into the air.""]","[68840, 68841, 68842, 68843, 68844]",train,3446762868.jpg,13768
"[""Two men are inside cooking over a fire."", ""Two men are cooking food on a grill."", ""Two men are stoking a wood fire."", ""Two men grilling on a wood stove"", ""Two men are cooking with fire.""]","[68845, 68846, 68847, 68848, 68849]",train,3446892469.jpg,13769
"[""A girl wearing glasses hold a girl the same age wearing a red sweatshirt and yellow galoshes."", ""A brunette child with glasses holding a blond child wearing a red sweater and yellow boots."", ""A young girl has lifted her friend and is carrying her in her arms."", ""Two young girls pose for a picture with one carrying the other."", ""A smiling woman holding a smiling child.""]","[68850, 68851, 68852, 68853, 68854]",test,3446941415.jpg,13770
"[""A group of young adults are standing on a street in front of a brick wall with a tall wooden gate."", ""A group of seven Asian girls and boys are waiting to cross a street."", ""Group of young adults with buckets and soaking wet on street."", ""A group of people cross the street with buckets and poles."", ""A group of teenagers wait to cross the street.""]","[68855, 68856, 68857, 68858, 68859]",train,3447007090.jpg,13771
"[""The little girl in the red flowered dress and pink cape is holding a racket."", ""A little girl in a red dress and cape holds a large tennis racquet."", ""A young girl, in an orange dress, holding a tennis racket."", ""A little girl in a red flowered dress with a tennis racket."", ""A girl in a dress holds a tennis racket.""]","[68860, 68861, 68862, 68863, 68864]",train,3447155358.jpg,13772
"[""A man peering through his binoculars looking at something over the horizon."", ""A man is looking for or watching something through his binoculars."", ""Look at that beautiful animal running towards the bush."", ""A man looking through a pair of binoculars."", ""A man looking out of green binoculars.""]","[68865, 68866, 68867, 68868, 68869]",train,3447759270.jpg,13773
"[""The man is snowboarding down a slope with gear and a hat"", ""A man snowboards down a snow-covered hill."", ""A person in gray snowboarding down a hill."", ""A man is snowboarding down a skislope."", ""Snowboarding youth going downhill""]","[68870, 68871, 68872, 68873, 68874]",train,3447876218.jpg,13774
"[""A man in a jean jacket is sitting outside painting."", ""Man on stool making art on city sidewalk."", ""A man is sitting while painting a sign."", ""A man is painting beside a building."", ""A street artist is at work.""]","[68875, 68876, 68877, 68878, 68879]",train,3448101413.jpg,13775
"[""A child in an orange shirt and blue jeans jumps from a play set while three other children look on in the background."", ""A boy in orange shirt and blue jeans is jumping on the slide while others watches him"", ""A boy is jumping off a playground slide as his friends watch."", ""A young boy is jumping from the top on his swing set."", ""A kid is jumping off of a play set.""]","[68880, 68881, 68882, 68883, 68884]",train,3448162992.jpg,13776
"[""A woman wearing black, a woman wearing white and a man wearing a gray suit sit on a green bench in front of Dupar's restaurant."", ""Three people are sitting on a bus stop bench in between two tropical palm trees."", ""Three people on a bench in front of a restaurant."", ""Three people sit on a bench under palm trees."", ""Three people sitting on a bus stop bench.""]","[68885, 68886, 68887, 68888, 68889]",train,344841963.jpg,13777
"[""A small boy wearing glasses and a hat is looking at something and smiling."", ""A child smiles happily as he holds onto a metal bar."", ""A boy has climbed to the top of a slide."", ""A child climbs to the top of a slide."", ""A child at the top of a slide.""]","[68890, 68891, 68892, 68893, 68894]",train,3448490813.jpg,13778
"[""White woman with yellow top and white shorts on a dirt road with some trees in the background about to throw a stick."", ""A woman who is wearing white shorts, yellow top and white sandals appears to be throwing a stick."", ""A young woman wearing a yellow shirt and white shorts throws a boomerang in a brush environment."", ""A white female wearing white shorts and yellow top throws a stick in a nature scene."", ""The woman in a yellow tube top is throwing a stick into the thicket surrounding her.""]","[68895, 68896, 68897, 68898, 68899]",val,344865045.jpg,13779
"[""A group of kids are writing with a black marker on one of their friend's back."", ""A group of young men laugh as they write on a friend's back with a marker."", ""People are writing and drawing on the back of another person with a marker."", ""Boys at a party drawing on their friend's back with a black marker."", ""Fellows writing on the back of a friend with black markers.""]","[68900, 68901, 68902, 68903, 68904]",train,3448855727.jpg,13780
"[""A party with many people eating and talking around a big table."", ""A group of people sitting around a table eating a meal."", ""People eating at a long table full of food and drink."", ""People are eating together at a table."", ""The family is enjoying their dinner.""]","[68905, 68906, 68907, 68908, 68909]",train,3449079320.jpg,13781
"[""Six children are sitting in two rows with plastic bags on the desk in front of them."", ""Five of the six children have their own chalkboard."", ""Six African children sitting at two tables."", ""Children sit in a classroom holding slates."", ""Three children sitting at desks.""]","[68910, 68911, 68912, 68913, 68914]",train,3449114979.jpg,13782
"[""A girl in a polka dotted top and pink pants plays outside."", ""Watching a child from behind as their long hair flies out."", ""The girl has pink pants and a polka dot jacket on."", ""A girl wearing pink dances on the sidewalk."", ""A girl dances on a sidewalk.""]","[68915, 68916, 68917, 68918, 68919]",train,3449170348.jpg,13783
"[""A group of five friends walk along an empty plain with their backs to a small body of water, mountains looming in the distance."", ""Four young men in shorts are walking along a beach on a partly cloudy day."", ""Five Boys Walking Along The Shore, All Dressed In Shorts."", ""People walking along the beach on a sunny day."", ""Five males are standing on the beach.""]","[68920, 68921, 68922, 68923, 68924]",train,3449647435.jpg,13784
"[""A dog is up on its backlegs trying OT catch a ball above its head."", ""A dog plays catch with a white ball near a wooden fence."", ""A black dog looks up at a white ball that's in midair."", ""A black and white dog catching a baseball in midair."", ""A black and white dog is playing with a white ball.""]","[68925, 68926, 68927, 68928, 68929]",test,3449846784.jpg,13785
"[""A young boy wearing safety glasses uses a hammer to break up rocks while a man in plaid pants stands nearby leaning on a cane."", ""A boy in a blue shirt hammers at the ground."", ""A young boy on his knees with a hammer."", ""Young boy hitting a rock with a hammer."", ""A young kid breaking a rock with hammer""]","[68930, 68931, 68932, 68933, 68934]",train,3449891876.jpg,13786
"[""A bald man in a black shirt is standing with an umbrella in a station beside a man who is leaning against a post as a woman carrying a bag walks by."", ""A bald man wearing all black waits for the subway and so does another man who is leaning on a pillar."", ""A man holds a blue notebook while he waits on the train platform."", ""An elderly man is standing on the edge of a train platform."", ""Two men wait for the subway.""]","[68935, 68936, 68937, 68938, 68939]",train,3450135702.jpg,13787
"[""A man in protective gear is on a dirt bike using one foot for acceleration and the other foot off the pedal to make a turn."", ""One man is riding a dirt bike while wearing a red and white protective suit and helmet."", ""One man is riding his motorcycle in a desert."", ""A motorcyclist biking through dusty terrain."", ""A person is riding his dirt bike.""]","[68940, 68941, 68942, 68943, 68944]",val,3450158776.jpg,13788
"[""A little girl is holding a younger little girl and running with her."", ""A little girl carries a younger girl on the sidewalk."", ""A girl in a pink skirt runs holding a her sister."", ""A girl in a pink dress carries a younger girl."", ""Two young girls embrace on the sidewalk.""]","[68945, 68946, 68947, 68948, 68949]",train,3450776690.jpg,13789
"[""The man and woman ride the ski lift up the snowy mountain."", ""Two people ride up the mountain on a ski life."", ""A man rides a ski lift up a mountain."", ""Two people wearing skis on chairlift"", ""Two men sit on a chairlift.""]","[68950, 68951, 68952, 68953, 68954]",train,3450874870.jpg,13790
"[""A group of men lined up along a road at night holding lit candles holding signs that show they are supporting a cause involving saving trees."", ""Candlelight vigil with many individuals holding signs including the word \""trees\"""", ""A group of people have a candlelight vigil in honor of saving trees."", ""A line of people hold candles and signs to promote saving trees."", ""Young people protest the cutting down of forests.""]","[68955, 68956, 68957, 68958, 68959]",train,3451290730.jpg,13791
"[""A woman in a black and white dress is holding up a protest sign."", ""Woman in sleeveless black and white print top holding up a sign."", ""A woman wearing a black and white dress is holding a large sign."", ""A pregnant protester holding up a pro-America sign."", ""A protesting woman is holding a poster.""]","[68960, 68961, 68962, 68963, 68964]",train,3451344589.jpg,13792
"[""A protester in a cowboy gear holds up a sign that says, \""Dont tax me bro!\"""", ""A man wearing a cowboy hat holding a protest sign."", ""A man in jeans &amp; a cowboy hat holds up a sign."", ""A man with a cowboy hat and an anti-tax sign."", ""A man holding a political sign.""]","[68965, 68966, 68967, 68968, 68969]",train,3451345621.jpg,13793
"[""A yard laborer is cutting grass with a push lawn mower buy a busy street and a parking lot."", ""A man is mowing the lawn in front of a realty office building."", ""A man in a cap is mowing the lawn with a lawn mower."", ""A man mowing a lawn at a commercial property."", ""A man mowing the grass around an area.""]","[68970, 68971, 68972, 68973, 68974]",train,3451360781.jpg,13794
"[""Several greyhounds with numbered shirts racing around a track."", ""Muzzled greyhounds are racing along a dog track at night."", ""The dogs in numbered uniforms are running."", ""Race dog #2 is ahead of a few other dogs."", ""A few horses race each other on the track.""]","[68975, 68976, 68977, 68978, 68979]",train,3451523035.jpg,13795
"[""A young girl wearing a blue, flowered, spaghetti strap dress is eating marshmallows on a stick while sitting in a bucket of water."", ""A little girl of Asian descent, is sitting in a black bucket eating a marshmallow, with a big smile on her face."", ""A young girl sits in a black bucket of water holding a stick with a white object that it is puncturing."", ""A girl is crouched in a bucket eating a popsicle."", ""Enjoying a cold snack on a hot summer day.""]","[68980, 68981, 68982, 68983, 68984]",val,3451623753.jpg,13796
"[""A man with a backpack wearing a yellow raincoat is riding a bicycle past red brick and stone wall."", ""A cyclist rides his black bicycle while wearing a yellow jacket and white helmet."", ""A cyclist is riding past buildings with backpack and cycling gear."", ""A cyclist with a helmet, backpack, and yellow jacket."", ""A man wearing a backpack and helmet riding a bicycle.""]","[68985, 68986, 68987, 68988, 68989]",train,3451984463.jpg,13797
"[""A dark brown dog wearing a yellow harness is jumping over a hurdle in an agility competition."", ""Brown dog with yellow harness jumping over white obstacle"", ""A dark dog is competing in a dog show competition."", ""Dog jumping a hurdle in a sporting event."", ""A brown dog jumping over a obstacle.""]","[68990, 68991, 68992, 68993, 68994]",train,3452127051.jpg,13798
"[""A man has wrecked his racing bike in the dirt with five spectators behind a rope."", ""A dirt bike flies upside down as the rider tumbles toward the dirt."", ""A person falling off a dirt bike in the middle of a dirt bike race."", ""Bike racer number 661 wrecks on dirt racetrack."", ""The biker falls while the boys watch.""]","[68995, 68996, 68997, 68998, 68999]",train,3452341579.jpg,13799
"[""A boy pulls back a swing with a little girl on it"", ""A boy helps to push a young girl on the swing."", ""The boy is pushing a girl on a swing outside."", ""A child pushes another child on a swing."", ""A boy pushes a girl on a swing.""]","[69000, 69001, 69002, 69003, 69004]",train,3452411712.jpg,13800
"[""A young girl with blond-hair and a green shirt plays jump rope."", ""A young blond girl in a green shirt holding something."", ""A young girl with a green t-shirt and blond-hair."", ""A woman in a green shirt swinging a rope."", ""Girl playing with some rope.""]","[69005, 69006, 69007, 69008, 69009]",train,3452831489.jpg,13801
"[""A brown dog holding an object in its mouth is moving through snow-covered tall grass outdoors."", ""A black dog is running through a snow covered area while holding something green in his mouth."", ""A black dog with a stuffed animal in its mouth is running and jumping through a snowy field."", ""A black dog is moving through a snowy field with an object in their mouth."", ""A dog carreis an object through the snowy grass.""]","[69010, 69011, 69012, 69013, 69014]",train,345284642.jpg,13802
"[""A man in blue coat, snowboarding down a mountain, in midair jump."", ""A person in blue on a snowboard during a jump."", ""Man snowboarding down a mountain."", ""A snowboarder riding downhill"", ""A guy on a snowboard.""]","[69015, 69016, 69017, 69018, 69019]",train,3452982513.jpg,13803
"[""A helmeted male airborne on a bike on a dirt road."", ""The man jumped in the air with his motorcycle."", ""A dirt bike rider is midair while on a trail."", ""Man performing a trick on a bicycle outside."", ""A man does a bike trick on a dirt path.""]","[69020, 69021, 69022, 69023, 69024]",train,3453019315.jpg,13804
"[""Two small children wearing blue jeans enjoy swinging in a tire swing."", ""Two children are playing on a swing made out of a tire."", ""Two children swing around in a tire swing at a park."", ""Two small children happily playing on a tire swing."", ""Two children swinging on a tire swing.""]","[69025, 69026, 69027, 69028, 69029]",train,3453259666.jpg,13805
"[""One man clothed in robes and white head wrap rows a blue and red boat while another robed man stands on bow of the boat retrieving a fishing net."", ""Two people, dressed in long robes, are shown in a small rowboat in the water."", ""Two men in traditional garb fishing from a rowboat."", ""Two old men are fishing from a boat."", ""Two men are on a blue boat fishing.""]","[69030, 69031, 69032, 69033, 69034]",train,345326388.jpg,13806
"[""A snowboarder is riding his board on ramp made from a piece of metal and a log."", ""A man snowboarding making a jump off a steel guard rail."", ""A guy is grinding a rail over a tree on his snowboard."", ""The man is skateboarding over a log in the snow."", ""A snowboarder grinding up a homemade ramp.""]","[69035, 69036, 69037, 69038, 69039]",train,3453284877.jpg,13807
"[""A man wearing black shorts in skateboarding in the street."", ""A man wearing no shirt skateboarding on the street"", ""A man with no shirt speed skateboards downhill."", ""Shirtless man skateboards down a sunny roadside"", ""A male rides a skateboard in the road.""]","[69040, 69041, 69042, 69043, 69044]",train,3453313865.jpg,13808
"[""Young women and men on a stairwell talking with pictures of the United States behind them."", ""A group of young people sit together on the stairs, some talking and some listening."", ""Woman in Tye-dye shirt and another woman sing on the steps."", ""Young adults sitting on the stairs talking."", ""Young people sitting on steps.""]","[69045, 69046, 69047, 69048, 69049]",train,3453369116.jpg,13809
"[""Number 97 races his motorcycle while wearing his black and red outfit."", ""A man riding a motorcycle while wearing a black uniform."", ""A white motorcycle is being ridden around a racetrack."", ""Person on a red, white, and black racing motorcycle."", ""A motorcyclist rides.""]","[69050, 69051, 69052, 69053, 69054]",train,3453544202.jpg,13810
"[""Man wearing a white short-sleeved t-shirt, red apron, and a black baseball cap shucking a clam at a restaurant stand."", ""A cook prepares food at the counter in a store called \""Frank's Burgers\""."", ""A man in a white shirt prepares food in a restaurant."", ""A man is cutting something above a sink."", ""A food vendor serves customers.""]","[69055, 69056, 69057, 69058, 69059]",train,34536135.jpg,13811
"[""Multiple people around a county fair with several attractions including a fortune telling machine called Grandmas prediction."", ""A lady carrying a child and a drink and a girl in front of a fortune telling booth at a fair."", ""A young girl in a blue t-shirt stands next to a game entitled \""Grandma's Predictions.\"""", ""A group of people standing near a predictions machine."", ""People are standing around a prediction machine.""]","[69060, 69061, 69062, 69063, 69064]",train,3453919853.jpg,13812
"[""A topless man in a swimsuit sits at the bottom of a pool filled with water."", ""A man makes a goofy face underwater in a pool while swimming."", ""A guy underwater in blue swimming shorts playing dead."", ""A man is underwater sitting at the bottom of the pool"", ""A man underwater with a funny face.""]","[69065, 69066, 69067, 69068, 69069]",train,3454051143.jpg,13813
"[""A construction worker leans against a yellow pipe, seemingly asking for something."", ""A construction worker is taking a break while leaning on a yellow bar."", ""A man in a hard hat and work clothes is leaning over a railing."", ""A man with a hard hat working at a construction site."", ""Older man looks on in construction site.""]","[69070, 69071, 69072, 69073, 69074]",train,3454092588.jpg,13814
"[""A street vendor pushes his stir-fry cart while carrying a jug of water, through a busy downtown area."", ""A man pushes a food vendor's cart, and holds a bottle of water, there are some people walking by."", ""A man with a beige jacket carries a water jug and pushes a food cart"", ""A young man in a brown jacket pushes a rolling food cart."", ""People on a street walking by a vendor's cart.""]","[69075, 69076, 69077, 69078, 69079]",train,345412253.jpg,13815
"[""A little girl in a red tracksuit is throwing a Frisbee"", ""A little girl tries to throw a Frisbee."", ""A toddler prepares to throw a Frisbee."", ""A small child in red throws a disc."", ""A girl throws a Frisbee.""]","[69080, 69081, 69082, 69083, 69084]",train,3454149297.jpg,13816
"[""Two men, one in gray and one in orange, and two dogs in front of several vehicles."", ""Two white dogs are being held on leashes by two men in front of some cars."", ""Two guys have dogs on leashes and one of the dogs is jumping."", ""Two skinny white dogs with two standing men in baseball caps"", ""Two dogs play together while their owners watch.""]","[69085, 69086, 69087, 69088, 69089]",train,3454199170.jpg,13817
"[""A large, white bird skates across the top of some water."", ""A white bird with a long neck flying low over the water"", ""White bird starting to take flight from a lake."", ""The large white bird grazes the water."", ""White bird in water preparing to fly.""]","[69090, 69091, 69092, 69093, 69094]",train,3454315016.jpg,13818
"[""A person on a bike is riding through a rocky trail in the woods."", ""A man with a helmet rides his bike on a bumpy path."", ""Man in safety gear riding a bike on a rocky trail."", ""A person in a red jacket riding a mountain bike."", ""A mountain biker rides across a rocky terrain.""]","[69095, 69096, 69097, 69098, 69099]",train,3454355269.jpg,13819
"[""A black dog wearing a collar running across the beach."", ""A black dog running on the beach near the shore."", ""A black dog leaping off the sand."", ""A dog leaps on the sandy beach."", ""A black dog runs on the beach.""]","[69100, 69101, 69102, 69103, 69104]",train,3454621502.jpg,13820
"[""A woman stands next to a child sitting on a horse on a carousel in front of the dizzy dragon ride."", ""An older woman and a young child look off into the distance while riding a Merry-go-Round."", ""A mother and her daughter on a carousel looking at something off to the side."", ""A young child in a green shirt is on a carousel."", ""A young girl and a woman ride a carousel.""]","[69105, 69106, 69107, 69108, 69109]",train,3454727622.jpg,13821
"[""A crowded carousel surrounded by parents with baby strollers sitting on a bench."", ""People are walking by a bright carousel; some people are sitting."", ""Families with strollers waiting in front of a carousel."", ""Multiple people are sitting or walking near a carousel."", ""A family is waiting around outside of a carousel.""]","[69110, 69111, 69112, 69113, 69114]",train,3454728570.jpg,13822
"[""A little girl is wearing a winter coat and holding a stuffed animal in one hand."", ""A little girl in a fleecy jacket holds a stuffed animal and smiles."", ""A little girl in a white jacket holding a piglet toy."", ""A baby clutching a stuffed animal is smiling."", ""A young girl holding a stuffed pig smiles.""]","[69115, 69116, 69117, 69118, 69119]",train,3454754632.jpg,13823
"[""Two young girls play on a set of parallel bars in a playground."", ""Two girls playing on parallel bars at the playground."", ""Two little girls playing on the parallel bars."", ""Two girls play on a set of parallel bars."", ""Two girls playing at a playground.""]","[69120, 69121, 69122, 69123, 69124]",train,3454988449.jpg,13824
"[""A woman with long blond-hair is standing over her bicycle while other bicycles are around her."", ""Blond woman in black cycling outfit and bicycle helmet getting on a ten speed bike."", ""Blond bicyclist wearing a helmet and pink goggles, looks down."", ""A female wearing bicycle racing gear and a helmet is on a bike."", ""A woman in black and white is on a bicycle.""]","[69125, 69126, 69127, 69128, 69129]",train,3455019076.jpg,13825
